id,name,neighbourhood,latitude,longitude,room_type,property_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_is_superhost,instant_bookable
584623197569673553,Downtown Apt in the Heart of Columbus,Neighborhood highlights,39.95928,-82.99976,Entire home/apt,Entire rental unit,109,2,81,1.89,337,t,t
586935057426011239,Private room in eclectic home near Short North/OSU,Neighborhood highlights,39.99284,-83.01224,Private room,Private room in home,49,7,75,1.76,332,t,t
588369097185627071,Cozy Room in Large Centrally Located Home,Neighborhood highlights,39.97488,-82.96693,Private room,Private room in home,39,14,8,0.19,321,f,f
588432213240413188,"Solitude in the City, quiet & beautiful inside",Neighborhood highlights,40.05175,-82.98805,Entire home/apt,Entire home,141,2,119,2.95,328,t,t
588586238211818990,The Buckeye Bungalow - Walk 2 Campus&Short North!,Neighborhood highlights,39.99078,-83.01505,Entire home/apt,Entire rental unit,105,30,41,0.98,280,t,t
589346213753115080,Downtown Columbus Apartment,Neighborhood highlights,39.95923,-82.99976,Entire home/apt,Entire rental unit,116,2,106,2.49,331,t,f
593373492153415128,The Buckeye Bungalow | Garage | Walk-In Shower!,Neighborhood highlights,40.01844,-83.02704,Entire home/apt,Entire rental unit,171,30,4,0.11,0,t,t
593930365878917704,Historic  home in Olde Towne East,Neighborhood highlights,39.96031,-82.96783,Entire home/apt,Entire home,303,2,110,2.64,339,t,t
595446722091850100,OSU Campus/Fairgrounds 1 BR 2 BD 2 BA efficiency,Neighborhood highlights,40.00164,-83.00059,Entire home/apt,Entire rental unit,100,2,106,2.51,197,t,t
595635111449528008,2-BR w/ adjustable bed near German Village,Neighborhood highlights,39.93507,-82.96921,Entire home/apt,Entire rental unit,68,30,2,0.05,67,f,f
599547888529837110,Cheerful 1-Ensuite Master bedroom in lovely home,Neighborhood highlights,39.94658,-82.97707,Private room,Private room in home,90,2,14,0.34,268,f,f
602902840770562471,Arena District Suite w/FREE Parking & Rooftop Deck,Neighborhood highlights,39.96618,-83.00047,Entire home/apt,Entire condo,167,1,145,3.46,337,t,f
603676852473797594,Walkable to Cafes | Fenced in Patio | King Bed,Neighborhood highlights,39.93845,-82.99621,Entire home/apt,Entire townhouse,146,1,204,4.92,178,t,t
604540492594395631,The Pondview Perch | Fast WiFi | Washer/Dryer!,Neighborhood highlights,40.05482,-82.8444,Entire home/apt,Entire rental unit,129,30,2,0.09,0,t,f
606507404364534915,Private Patio/Parking/Printer/Office/Laundry,Neighborhood highlights,39.9812,-83.01208,Entire home/apt,Entire townhouse,117,30,16,0.39,169,f,f
606576471842152533,Schumacher's Gem Historic Home wth Hot Tub & Study,Neighborhood highlights,39.9447,-82.98956,Entire home/apt,Entire home,206,1,380,9.2,332,t,f
607427676599550187,Updated home w/chef's kitchen! All new inside!,Neighborhood highlights,40.02609,-82.96681,Entire home/apt,Entire home,80,30,2,0.06,238,t,f
607807831903509934,Beautiful Fully Equipped 5BR Home for Big Group,Neighborhood highlights,40.01489,-83.00375,Entire home/apt,Entire townhouse,177,2,153,3.67,72,f,f
607854544774497337,"Hot Tub, King Beds, Foosball, Firepit, Cornhole",Neighborhood highlights,39.98723,-83.00163,Entire home/apt,Entire home,240,2,89,3.1,350,t,f
608078312537046461,"Pristine Home by OSU, Schott, Hospital & Downtown",Neighborhood highlights,40.0218386,-83.0401443,Entire home/apt,Entire home,189,2,64,2.02,343,t,t
608804981238969185,Welcome to the Tecumseh! Prime Short North Living!,Neighborhood highlights,39.98247,-83.00401,Entire home/apt,Entire home,228,1,195,4.7,46,t,t
609691426245170842,Spectacular 2-Bedroom in a 4-Bedroom House,Neighborhood highlights,39.94713,-82.9771,Private room,Private room in home,117,30,22,0.53,268,f,f
614539857859692107,2 car garage-Village brick/big yard/art lovers!,Neighborhood highlights,39.948082,-82.992607,Entire home/apt,Entire home,146,1,163,3.93,56,t,f
615904477566369237,"Cozy 1BD Tiny Home near German V., Dntn Columbus",Neighborhood highlights,39.94182,-82.98523,Entire home/apt,Entire home,101,2,250,6.12,142,t,f
617891776877375563,Cheerful 4-Bedroom- Walking Distance to The Shoe,Neighborhood highlights,40.00744,-83.015891,Entire home/apt,Entire townhouse,121,2,86,2.09,128,f,t
618381152624748980,"BuckeyeHaven-FullKitchen, WasherDryer, 2 Bedroom",Neighborhood highlights,39.94403,-82.95161,Entire home/apt,Entire rental unit,102,30,8,0.24,365,t,f
619127397362361124,"A Royal Suite near Downtown Columbus, Ohio",Neighborhood highlights,39.94681167602539,-82.97806549,Private room,Private room in home,99,30,4,0.1,268,f,f
619570942802920697,Centrally located near High St,Neighborhood highlights,39.990479,-83.010895,Entire home/apt,Entire rental unit,106,2,72,1.82,155,f,t
619587040858777398,Luxury Apartment in Grandview,Neighborhood highlights,39.988078,-83.032529,Entire home/apt,Entire rental unit,122,2,109,2.7,84,f,t
623078277333941166,3 Bedroom Centrally Located,Neighborhood highlights,39.9880784,-83.0325291,Entire home/apt,Entire rental unit,142,2,106,2.61,124,f,t
623085539138343797,Studio Near High St and Campus,Neighborhood highlights,39.9981222,-83.0063841,Entire home/apt,Entire rental unit,78,2,38,0.93,109,f,t
623828800804318430,"2 bed Luxury Condo, smart home and 2 work station",Neighborhood highlights,39.978,-82.99775,Entire home/apt,Entire condo,83,30,62,1.53,333,t,f
624477186104826995,The Loft on Lundy | Short North Arts District,Neighborhood highlights,39.97787,-83.007,Entire home/apt,Entire guesthouse,76,2,130,3.19,172,t,f
624733571125264241,Garage - Fenced in Yard - Walkable to High Street,Neighborhood highlights,39.98255,-83.01099,Entire home/apt,Entire condo,257,2,91,2.22,353,t,f
626191054389084854,The Buckeye Retreat - Walk to OSU & Short North.,Neighborhood highlights,39.99076,-83.01453,Entire home/apt,Entire rental unit,112,2,30,0.74,342,t,t
626376636652403372,"Spacious 4Bdm Home | Backyard, Garage/Parking",Neighborhood highlights,39.95542,-82.96297,Entire home/apt,Entire home,152,2,48,1.24,327,t,t
627364856952455190,The Cozy Carriage House of Montrose Way,Neighborhood highlights,40.03534,-83.01949,Entire home/apt,Entire guest suite,176,2,67,1.67,46,t,t
629718367290578813,Modern ~Fire Pit~Near German Village&DTWN Columbus,Neighborhood highlights,39.94655,-82.9793,Entire home/apt,Entire home,219,2,109,2.78,341,t,f
629854982841186398,Scarlet & Grey Getaway! Walk to Campus+ High St.,Neighborhood highlights,39.99154,-83.01334,Entire home/apt,Entire rental unit,100,2,40,1.03,359,t,t
630452898020063612,"COZY, LUXURY APARTMENT, DOWNTOWN COLUMBUS- KITCHEN",Neighborhood highlights,39.959229,-82.999756,Entire home/apt,Entire rental unit,108,1,116,2.84,172,t,f
631093085996602353,Skyline View 2BR w/Balcony + Free Parking + W/D!,Neighborhood highlights,39.95553,-83.01232,Entire home/apt,Entire rental unit,159,30,1,0.06,117,t,f
635299124605060346,Spacious Victorian Home in Downtown Columbus!,Neighborhood highlights,39.96346,-82.97963,Entire home/apt,Entire home,248,2,31,0.86,336,f,f
638433240524450905,Julia Childs,Neighborhood highlights,40.01403,-83.00112,Entire home/apt,Entire rental unit,45,30,2,0.05,301,f,f
639901767828062825,The Neil Ave. Nest! Walk to OSU,Neighborhood highlights,39.9924,-83.01381,Entire home/apt,Entire rental unit,84,2,29,0.73,348,t,t
640782879030564172,"Historic Home With Parking, Next to Schiller Park",Neighborhood highlights,39.94112459661832,-82.99535522,Entire home/apt,Entire home,194,30,157,4.01,350,t,f
641973279872873321,"Luxury Stay Near Easton, Airport & OSU",Neighborhood highlights,40.04680167252752,-82.91607666,Entire home/apt,Entire home,368,2,39,1.06,179,t,f
642542882074751702,Skylight Studio in Brownstone Mansion,Neighborhood highlights,39.96562,-82.96379,Entire home/apt,Entire rental unit,71,2,165,4.31,243,t,f
642687120987350031,Steps from Franklin Park in Historic Mansion Unit,Neighborhood highlights,39.96539,-82.96369,Entire home/apt,Entire rental unit,157,2,73,2.32,76,t,f
642690322062294733,Minutes to Franklin Park Conservatory,Neighborhood highlights,39.96715,-82.9632,Entire home/apt,Entire rental unit,175,2,89,2.39,241,t,f
643178522251567611,Lovely 2-bedroom townhome in the heart of Columbus,Neighborhood highlights,39.95781015540096,-82.97352366,Entire home/apt,Entire condo,80,2,131,3.4,365,f,t
644899162933283569,The Shores | K Bed | Hot Tub | Heart of Grandview,Neighborhood highlights,39.9904,-83.04178,Entire home/apt,Entire home,157,1,112,3,94,t,f
645160371813931633,"The Victorian Villager, Lovely Campus Studio, OSU.",Neighborhood highlights,39.99225,-83.01327,Entire home/apt,Entire rental unit,80,2,18,0.46,362,t,t
645517813181227864,The Dakota | King Bed | Hot Tub | Walk to Eateries,Neighborhood highlights,39.99082,-83.04349,Entire home/apt,Entire home,122,1,74,1.95,90,t,f
645537884317280649,The Carolina | Hot Tub | Grill | Near OSU,Neighborhood highlights,39.98882,-83.0437,Entire home/apt,Entire home,125,1,125,3.23,84,t,f
645543989922978813,The Avalon | King Bed | Hot Tub | Gem of Grandview,Neighborhood highlights,39.9894,-83.04169,Entire home/apt,Entire home,139,1,104,2.74,72,t,f
645568162665334007,The Gatsby  Hot Tub  King Bed  Patio. OSU  5th Ave,Neighborhood highlights,39.9905,-83.05281,Entire home/apt,Entire rental unit,116,1,115,2.97,363,t,f
645584549753917158,The Charleston  Hot Tub  Patio  King Bed  OSU  5th,Neighborhood highlights,39.98999,-83.05296,Entire home/apt,Entire rental unit,126,1,88,2.34,361,t,f
645597910629541447,The Broadway  Hot Tub  King Bed  Patio OSU 5th Ave,Neighborhood highlights,39.99012,-83.05262,Entire home/apt,Entire rental unit,115,1,111,2.88,361,t,f
645603264613200849,The Avenue  Hot Tub  Patio  King Bed  5th Ave  OSU,Neighborhood highlights,39.99201,-83.05345,Entire home/apt,Entire rental unit,142,1,111,2.87,356,t,f
645646305864914465,Charming Apt. with Hot Tub and Balcony | Sleeps 6,Neighborhood highlights,39.99059,-82.99877,Entire home/apt,Entire home,173,1,69,1.85,87,t,f
645650623259658703,Modern Apt. w/ Hot Tub and Balcony | Sleeps 8,Neighborhood highlights,39.99067,-82.99963,Entire home/apt,Entire home,204,1,138,3.63,85,t,f
645653132997368350,Charming Apt. w/ Hot tub and King Beds | Sleeps 6,Neighborhood highlights,39.99192,-83.00019,Entire home/apt,Entire home,203,1,107,2.8,85,t,f
647647367296353031,Rustic Treetop Apartment w/ Off Street Parking,Neighborhood highlights,40.01428,-83.00276,Entire home/apt,Entire rental unit,72,2,178,4.52,27,t,f
649994284139630997,Gorgeous 5BR/10Bed | Large Private Outdoor Space!,Neighborhood highlights,39.98956,-83.00893,Entire home/apt,Entire home,440,2,103,2.89,250,t,f
650959984813400709,PrivateParking/Entrance_OSU/ExpoCentr 7B Renovated,Neighborhood highlights,39.99682,-82.99649,Entire home/apt,Entire rental unit,100,1,190,4.81,181,t,t
653835942783806111,Private APT w/Historic Charm in OTE. Near FPC,Neighborhood highlights,39.9653,-82.9659,Entire home/apt,Entire rental unit,92,1,43,1.09,358,t,t
654509731647218720,Cozy Private Suite with Private Entrance,Neighborhood highlights,40.0286218,-83.0189964,Private room,Private room in home,58,2,132,3.33,14,t,f
655063661166837578,"Room • Childrens Hospital, Downtown, OSU Medical 3",Neighborhood highlights,39.94935,-82.95713,Private room,Private room in home,36,21,8,0.21,49,t,f
657129871465951560,"Columbus Private Home: BBQ Deck, Game & Movie Room",Neighborhood highlights,39.97499,-82.97319,Entire home/apt,Entire home,235,3,146,3.78,236,t,f
657581693626961842,"Room • Childrens Hospital, Downtown, OSU Medical 4",Neighborhood highlights,39.95022,-82.95729,Private room,Private room in home,37,21,13,0.34,75,t,f
658577106575323999,"Room • Childrens Hospital, Downtown, OSU Medical 5",Neighborhood highlights,39.94937,-82.95556,Private room,Private room in home,38,21,10,0.26,44,t,f
658839157821172358,The Yellow Porch House | Charm & Location,Neighborhood highlights,39.98293,-83.01143,Entire home/apt,Entire home,151,2,53,1.39,185,t,f
658866246564903146,Spacious Top Floor 1BR Apt in OTE Historic Mansion,Neighborhood highlights,39.96465,-82.96614,Entire home/apt,Entire rental unit,84,1,27,0.69,357,t,t
659254581498545695,The Broad | Queen Bed | Luxury Furnish | Pet Haven,Neighborhood highlights,39.96466,-82.98418,Entire home/apt,Entire rental unit,71,30,6,0.17,190,f,f
659450997111656360,AMAZING MODERN NEW BUILD IN ITALIAN VILLAGE!,Neighborhood highlights,39.9842,-82.99656,Entire home/apt,Entire home,277,2,88,2.36,356,t,f
659539236082321856,Feels like Summer Bedroom,Neighborhood highlights,39.91356,-82.83844,Private room,Private room in home,44,5,14,0.36,265,f,f
659553972038501773,Alluring Fall Bedroom,Neighborhood highlights,39.91415,-82.84009,Private room,Private room in home,48,5,13,0.33,363,f,f
